seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado
35,44,29,402755.0,HUMBOLDT,1820.0,2021-12-11
35,99,28,402879.0,GUATEMALA,5539.0,2021-12-11
39,54,7,325373.0,ECHEVERRIA,3060.0,2021-12-11
79,99,5,260500.0,ALVAREZ JONTE AV.,3758.0,2021-12-11
48,69,003A,144411.0,"LAFERRERE, GREGORIO de",2846.0,2021-12-11
72,124,18,14352.0,"FALCON, RAMON L.,CNEL.",6583.0,2021-12-11
48,69,003B,144412.0,"LAFERRERE, GREGORIO de",2850.0,2021-12-11
93,176,019A,313752.0,SIMBRON,5490.0,2021-12-11
48,151,8,140741.0,DIRECTORIO AV.,1956.0,2021-12-11
15,4,35,444677.0,HONDURAS AV.,3757.0,2021-12-11
45,005A,025D,178774.0,"REPETTO, NICOLAS, DR.",92.0,2021-12-12
19,151,001A,433633.0,GUEMES,4086.0,2021-12-12
40,38,22,158624.0,BARCO CENTENERA del,252.0,2021-12-12
87,72,32,278962.0,"JUAREZ, BENITO",2262.0,2021-12-12
5,69,023A,223834.0,"PERON, JUAN DOMINGO, TTE. GENERAL",949.0,2021-12-12
11,59,033A,447814.0,AYACUCHO,1572.0,2021-12-12
14,10,11,213616.0,INDEPENDENCIA AV.,1792.0,2021-12-12
65,2,17,137605.0,CUENCA,141.0,2021-12-12
15,107,005A,448064.0,JUNCAL,2638.0,2021-12-12
23,70,6,412293.0,HUERGO,268.0,2021-12-12
17,29,36,172668.0,YATAY,407.0,2021-12-12
20,2,10,202359.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2636.0,2021-12-12
79,55,11,305883.0,CHIVILCOY,1473.0,2021-12-13
15,045B,004A,447995.0,CHARCAS,3138.0,2021-12-13
19,26,004G,425133.0,GORRITI,4073.0,2021-12-13
1,55,8,220096.0,25 DE MAYO,633.0,2021-12-13
45,158,5,174149.0,"GALLARDO, ANGEL AV.",134.0,2021-12-13
79,55,17,305877.0,CHIVILCOY,1421.0,2021-12-13
35,015B,018A,417275.0,"JUSTO, JUAN B. AV.",1579.0,2021-12-14
17,95,023A,178239.0,GUARDIA VIEJA,3937.0,2021-12-14
22,11,37,182050.0,ALBERTI,1023.0,2021-12-14
59,41,001A,306641.0,"MAGARIÑOS CERVANTES, A.",1824.0,2021-12-14
15,79,31,443401.0,CORDOBA AV.,3111.0,2021-12-14
45,70,4,175502.0,NEUQUEN,526.0,2021-12-14
79,030C,1,262478.0,CAMARONES,4156.0,2021-12-14
8,14,5,111525.0,"GARCIA, MARTIN AV.",746.0,2021-12-14
79,115,26,258049.0,CONCORDIA,1029.0,2021-12-14
79,143B,10,258468.0,CAMPANA,1967.0,2021-12-14
33,8,029E,415160.0,LEIVA,4073.0,2021-12-14
35,2,39,402647.0,HUMBOLDT,1578.0,2021-12-14
14,71,009A,214353.0,HUMBERTO 1°,992.0,2021-12-14
10,6,7,124005.0,"MONTES DE OCA, MANUEL",1720.0,2021-12-14
20,39,3,201215.0,MORENO,2216.0,2021-12-15
19,135,024A,433430.0,ARAOZ,2279.0,2021-12-15
23,43,001D,415922.0,3 DE FEBRERO,1480.0,2021-12-15
17,95,1,170710.0,"SALGUERO, JERONIMO",838.0,2021-12-15
87,047A,16,279856.0,"SASTRE, MARCOS",4983.0,2021-12-16
37,141,19,410058.0,AGUILAR,2547.0,2021-12-16
40,101,008A,156197.0,GUAYAQUIL,394.0,2021-12-16
9,2,22,207310.0,"MITRE, BARTOLOME",2701.0,2021-12-16
45,94,11,175003.0,"AMBROSETTI, JUAN B.",289.0,2021-12-16
65,88,13,134958.0,MENDEZ DE ANDES,2335.0,2021-12-16
79,66,21,261080.0,"ESCALADA DE SAN MARTIN, R.",3747.0,2021-12-17
39,79,006C,326574.0,VIDAL,2315.0,2021-12-17
15,144,1,445186.0,PUEYRREDON AV.,2088.0,2021-12-17
7,6,28,453368.0,RODRIGUEZ PEÑA,1336.0,2021-12-17
23,75,32,412674.0,ORTEGA Y GASSET,1961.0,2021-12-17
79,140B,020A,258345.0,ALMAGRO,1636.0,2021-12-17
14,18,011D,214412.0,INDEPENDENCIA AV.,1682.0,2021-12-17
44,181A,30,45199.0,BARCO CENTENERA del,1641.0,2021-12-17
79,2,11,263372.0,SEGUROLA AV.,999.0,2021-12-17
47,129,28,227845.0,WARNES AV.,184.0,2021-12-17
25,19,001C,373447.0,OLAZABAL,2138.0,2021-12-17
47,2,001A,306622.0,"FIGUEROA, D. APOLINARIO, CORONEL",755.0,2021-12-17
14,18,009C,214512.0,INDEPENDENCIA AV.,1668.0,2021-12-17
47,128,24,227792.0,"GALLARDO, ANGEL AV.",563.0,2021-12-17
15,53,030B,448337.0,PEÑA,3047.0,2021-12-18
20,26,010A,202721.0,ALBERTI,304.0,2021-12-18
9,81,016A,205172.0,RIOBAMBA,671.0,2021-12-18
51,124,22,343788.0,ESTOMBA,2136.0,2021-12-18
59,93,009A,310521.0,"DICKMAN, ADOLFO, Dr.",1476.0,2021-12-18
40,042A,010A,160549.0,RIVADAVIA AV.,5288.0,2021-12-18
51,41,24,351161.0,BAUNESS,2168.0,2021-12-18
27,70,19,337211.0,"UGARTE, MANUEL",1745.0,2021-12-18
79,68,024A,261167.0,BAHIA BLANCA,1587.0,2021-12-18
19,162,34,424384.0,BULNES,1958.0,2021-12-18
31,94,39,420339.0,CORDOBA AV.,4188.0,2021-12-18
87,098B,18,277580.0,BOMBAY,2228.0,2021-12-18
22,34,7,181156.0,HUMBERTO 1°,2244.0,2021-12-18
48,48,019A,145060.0,SAN PEDRITO AV.,586.0,2021-12-19
37,132,12,410186.0,MOLDES,1149.0,2021-12-19
8,52,022A,118220.0,"GARCIA, MARTIN AV.",413.0,2021-12-19
23,55,003A,412090.0,"HERNANDEZ, JOSE",2176.0,2021-12-19
15,5,26,444749.0,SOLER,3731.0,2021-12-19
48,116,19,142242.0,RIVERA INDARTE AV.,354.0,2021-12-19
15,6,8,444727.0,GUISE,1691.0,2021-12-19
41,37,5,328166.0,SUPERI,2880.0,2021-12-19
25,1,008A,377435.0,CABILDO AV.,1833.0,2021-12-19
23,54,012H,415433.0,"CAMPOS, LUIS M. AV.",1520.0,2021-12-19
83,153,35,270563.0,"LAMARCA, EMILIO",4660.0,2021-12-19
41,37,009A,328160.0,CONGRESO AV.,3450.0,2021-12-19
79,005B,13,306265.0,EL SAUCE,1313.0,2021-12-19
23,95,26,413069.0,ARCE,949.0,2021-12-19
50,080A,0FRH,96938.0,"ALVAREZ, CRISOSTOMO",2780.0,2021-12-19
95,20,13,12269.0,MADERO,149.0,2021-12-19
79,72,28,261332.0,BAHIA BLANCA,1951.0,2021-12-19
54,181,013A,3184.0,DOLORES,48.0,2021-12-19
11,5,2,441219.0,ARENALES,2434.0,2021-12-19
43,174,15,331607.0,"LARRALDE, CRISOLOGO AV.",2511.0,2021-12-19
79,63,16,260972.0,BAHIA BLANCA,1045.0,2021-12-19
22,43,26,180835.0,HUMBERTO 1°,2127.0,2021-12-19
15,109,021A,445386.0,FRENCH,2741.0,2021-12-19
76,147,4,33412.0,BRAGADO,6248.0,2021-12-19
25,21,8,336350.0,CUBA,2483.0,2021-12-20
17,064C,11,170861.0,"PELUFFO, ANGEL",3971.0,2021-12-20
47,91,24,228117.0,ACOYTE,1316.0,2021-12-20
21,106,009A,432182.0,CAVIA,3013.0,2021-12-20
21,23,1,429388.0,"ALVAREZ, JULIAN",2794.0,2021-12-20
79,53,17,261552.0,"ESCALADA DE SAN MARTIN, R.",3887.0,2021-12-20
12,47,025B,218955.0,"ALSINA, ADOLFO",1251.0,2021-12-20
15,59,10,443716.0,SANCHEZ DE BUSTAMANTE,1189.0,2021-12-20
42,087B,14,138008.0,"MARTINEZ, VICTOR",374.0,2021-12-20
65,38,016D,136752.0,NAZCA AV.,833.0,2021-12-20
8,21,22,118404.0,TACUARI,2069.0,2021-12-20
79,119B,2,258749.0,"DIAZ, CESAR, GRAL.",3330.0,2021-12-20
79,107,42,259891.0,CONCORDIA,1656.0,2021-12-20
79,109,005B,312008.0,"GARCIA, JUAN AGUSTIN",3642.0,2021-12-20
23,76,19,412786.0,REPUBLICA DE ESLOVENIA,1933.0,2021-12-21
35,30,24,402692.0,HONDURAS,5537.0,2021-12-21
19,154,18,427404.0,VIRASORO,2322.0,2021-12-21
43,115,013C,368377.0,GARCIA DEL RIO AV.,3081.0,2021-12-21
25,21,25,336361.0,ARCOS,2452.0,2021-12-22
21,100,12,431068.0,ZENTENO,3195.0,2021-12-22
42,64,019E,138881.0,PUAN,493.0,2021-12-22
57,24,041A,149322.0,"ALVAREZ, DONATO, Tte. Gral.",436.0,2021-12-22
45,116,4,174529.0,OTAMENDI,270.0,2021-12-22
21,99,20,431065.0,"DIAZ, CNEL. AV.",2834.0,2021-12-22
17,79,001A,178600.0,"PERON, JUAN DOMINGO, TTE. GENERAL",3951.0,2021-12-22
39,37,024B,326755.0,BLANCO ENCALADA,3355.0,2021-12-23
63,112,8,352111.0,BAUNESS,2555.0,2021-12-24
43,56,020A,331349.0,"LARRALDE, CRISOLOGO AV.",3435.0,2021-12-25
28,34,15,194020.0,ESPARZA,48.0,2021-12-26
71,1,022C,312949.0,HELGUERA,2838.0,2021-12-26
1,39,28,220437.0,RECONQUISTA,616.0,2021-12-26
65,49,37,136474.0,CONDARCO,982.0,2021-12-26
40,119,003C,161621.0,CHACO,167.0,2021-12-26
54,90,38,4080.0,LACARRA,387.0,2021-12-26
15,130,013B,446993.0,ARENALES,2673.0,2021-12-26
19,149,17,425858.0,CHARCAS,3747.0,2021-12-26
37,149,9,409820.0,"GARCIA, TEODORO",2454.0,2021-12-26
79,95,25,260346.0,CAMARONES,3615.0,2021-12-26
15,133,20,441327.0,ECUADOR,1125.0,2021-12-26
81,89,43,267642.0,TINOGASTA,3823.0,2021-12-26
3,3,027A,453322.0,CERRITO,1036.0,2021-12-27
1,49,3,220046.0,25 DE MAYO,37.0,2021-12-27
79,005B,10,306268.0,EL SAUCE,1335.0,2021-12-27
65,59,8,136110.0,NEUQUEN,2656.0,2021-12-27
35,60,42,403654.0,BONPLAND,1956.0,2021-12-27
93,008B,23,295286.0,AYUI,6831.0,2021-12-27
36,138,16,150016.0,COLOMBRES,80.0,2021-12-27
71,8,14,256452.0,CUENCA,3479.0,2021-12-27
3,61,008D,453081.0,"ALEM, LEANDRO N. AV.",1002.0,2021-12-27
39,87,016E,373379.0,BLANCO ENCALADA,2605.0,2021-12-27
48,76,11,143777.0,CULPINA,644.0,2021-12-27
49,048A,024A,301547.0,TRIUNVIRATO AV.,3935.0,2021-12-27
48,60,27,144321.0,REMEDIOS,2753.0,2021-12-28
48,114D,33,142444.0,CRANWELL,527.0,2021-12-28
7,45,28,451309.0,LIBERTAD,928.0,2021-12-28
19,140,8,427742.0,CHARCAS,4278.0,2021-12-28
8,39,003C,110758.0,"GARAY, JUAN DE AV.",650.0,2021-12-28
15,79,4,443429.0,"CABRERA, JOSE A.",3126.0,2021-12-28
79,53,19,261550.0,"ESCALADA DE SAN MARTIN, R.",3871.0,2021-12-28
48,111B,20,141932.0,ESPARTACO,823.0,2021-12-28
22,23,007A,181609.0,CONSTITUCION,2348.0,2021-12-28
45,132,2,174320.0,"ARANGUREN, JUAN F., Dr.",114.0,2021-12-29
21,44,16,430043.0,UGARTECHE,3019.0,2021-12-29
17,101,004A,178876.0,POTOSI,3742.0,2021-12-29
19,75,11,425271.0,COSTA RICA,4125.0,2021-12-29
15,53,18,446185.0,BILLINGHURST,2379.0,2021-12-30
48,91,14,143459.0,VARELA AV.,850.0,2021-12-30
1,30,002A,223601.0,TUCUMAN,536.0,2021-12-30
15,32,006M,447893.0,ORTIZ DE OCAMPO,2523.0,2021-12-31
35,001A,10,402293.0,"CABRERA, JOSE A.",5453.0,2022-01-02
79,63,022B,307529.0,GALICIA,3783.0,2022-01-02
43,37,10,373178.0,MELIAN AV.,4485.0,2022-01-02
48,69,16,144424.0,PILLADO,872.0,2022-01-02
48,39,2,144827.0,SAN PEDRITO,973.0,2022-01-03
28,46,15,193679.0,"URQUIZA, Gral.",380.0,2022-01-03
13,38,9,191651.0,"GOMEZ, VALENTIN",3490.0,2022-01-03
22,27,26,181459.0,MATHEU,1096.0,2022-01-03
20,57,036A,202773.0,SARANDI,131.0,2022-01-03
89,76,30,281817.0,LASTRA AV.,3538.0,2022-01-03
7,5,12,452581.0,ARENALES,1735.0,2022-01-03
39,33,012C,375555.0,SUPERI,2135.0,2022-01-04
15,3,5,444650.0,HONDURAS AV.,3730.0,2022-01-04
22,4,10,182405.0,JUJUY AV.,1232.0,2022-01-04
48,122,020B,141621.0,"BONORINO, ESTEBAN, Cnel. AV.",385.0,2022-01-04
6,18,12,121365.0,PALOS,742.0,2022-01-04
79,143B,11,258467.0,CAMPANA,1963.0,2022-01-04
30,15,45,185043.0,LINIERS VIRREY,1215.0,2022-01-05
23,101,006B,415826.0,DEL LIBERTADOR AV.,5500.0,2022-01-05
45,75,006A,178977.0,DIAZ VELEZ AV.,5250.0,2022-01-05
15,92,19,445675.0,"PACHECO DE MELO, JOSE ANDRES",2661.0,2022-01-05
65,3,31,137646.0,HELGUERA,280.0,2022-01-06
79,56,36,261623.0,BAHIA BLANCA,1664.0,2022-01-06
15,83,24,443555.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3083.0,2022-01-06
20,3,019A,202688.0,JUJUY AV.,456.0,2022-01-06
15,133,008A,441337.0,ECUADOR,1193.0,2022-01-06
35,31,36,403148.0,FITZ ROY,1764.0,2022-01-06
11,18,39,441054.0,AZCUENAGA,1370.0,2022-01-07
19,26,20,425134.0,GORRITI,4081.0,2022-01-07
79,25,24,262120.0,GAONA AV.,4521.0,2022-01-07
15,51,19,446097.0,BILLINGHURST,2133.0,2022-01-07
19,25,42,424805.0,MEDRANO,1272.0,2022-01-07
65,7,005A,137779.0,"VALLESE, FELIPE",3144.0,2022-01-07
21,106,014E,431944.0,"SALGUERO, JERONIMO",3026.0,2022-01-07
21,47,24,430324.0,LAS HERAS GENERAL AV.,4079.0,2022-01-07
15,43,3,444076.0,PARAGUAY,3246.0,2022-01-08
48,99,9,143180.0,RIVADAVIA AV.,7064.0,2022-01-08
43,140,19,331539.0,"LARRALDE, CRISOLOGO AV.",2847.0,2022-01-08
43,8,4,332925.0,RUIZ HUIDOBRO AV.,3766.0,2022-01-08
11,7,012D,441262.0,PUEYRREDON AV.,1619.0,2022-01-08
69,60,036A,253044.0,"ARTIGAS, JOSE GERVASIO, GRAL.",2964.0,2022-01-08
43,155,20,332246.0,GARCIA DEL RIO AV.,2707.0,2022-01-08
73,4,14,371164.0,CUENCA,4463.0,2022-01-09
35,114,4,403804.0,CHARCAS,5230.0,2022-01-09
17,27,45,172618.0,PRINGLES,234.0,2022-01-09
79,031B,15,262529.0,CAMARONES,4133.0,2022-01-09
35,101,24,403743.0,GUATEMALA,5787.0,2022-01-09
53,112,2,345548.0,"RIVERA, PEDRO I., Dr.",4024.0,2022-01-09
37,63,008A,414259.0,DE LOS INCAS AV.,3310.0,2022-01-09
11,34,033A,448128.0,ARENALES,2245.0,2022-01-09
83,125,24,300801.0,PAREJA,3753.0,2022-01-09
11,46,015A,447811.0,"URIBURU JOSE E., Pres.",1227.0,2022-01-09
19,153,38,427353.0,GUEMES,4238.0,2022-01-09
48,112D,20,141889.0,"NAON, JUAN JOSE",735.0,2022-01-09
79,55,16,305878.0,CHIVILCOY,1429.0,2022-01-09
45,121,10,174693.0,CAMPICHUELO,601.0,2022-01-10
79,108,11,259919.0,"LAMARCA, EMILIO",1679.0,2022-01-10
39,39,015F,371044.0,CONDE,1915.0,2022-01-10
48,3,4,146562.0,"MARTI, JOSE",955.0,2022-01-10
39,82,001H,371160.0,AMENABAR,1976.0,2022-01-10
65,45,018A,149987.0,TERRADA,545.0,2022-01-10
27,32,001A,369096.0,NUÑEZ,2108.0,2022-01-10
15,111,14,445465.0,AGUERO,2259.0,2022-01-10
30,69,26,183482.0,CHICLANA AV.,2907.0,2022-01-10
1,4,6,221107.0,ESMERALDA,358.0,2022-01-10
65,111,016E,148750.0,GAVILAN,301.0,2022-01-10
48,148,007N,140821.0,LAUTARO,722.0,2022-01-11
39,39,015D,371046.0,CONDE,1929.0,2022-01-11
41,145,16,328908.0,CONGRESO AV.,2565.0,2022-01-11
57,25,002A,133052.0,MENDEZ DE ANDES,1886.0,2022-01-11
19,175,8,428755.0,FRAY JUSTO SANTAMARIA DE ORO,2475.0,2022-01-11
28,35,33,193990.0,INDEPENDENCIA AV.,3137.0,2022-01-11
67,49,20,250321.0,"GONZALEZ, ELPIDIO",2843.0,2022-01-11
81,159B,13,263737.0,ARREGUI,3254.0,2022-01-11
40,143,40,154837.0,FORMOSA,56.0,2022-01-11
11,55,23,440394.0,SANTA FE AV.,2065.0,2022-01-11
14,27,5,213018.0,CONSTITUCION,1472.0,2022-01-12
13,56,002J,196247.0,SAN LUIS,3251.0,2022-01-12
48,102,27,143034.0,PRIMERA JUNTA,2441.0,2022-01-12
45,148,7,173885.0,DIAZ VELEZ AV.,4560.0,2022-01-12
9,10,17,207519.0,PUEYRREDON AV.,907.0,2022-01-12
2,12,9,215998.0,REPUBLICA BOLIVARIANA DE VENEZUELA,770.0,2022-01-12
30,4,20,185447.0,BOEDO AV.,1288.0,2022-01-12
40,73,3,157138.0,GUAYAQUIL,532.0,2022-01-12
41,127,25,330416.0,MOLDES,3368.0,2022-01-12
14,7,2,213719.0,HUMBERTO 1°,1712.0,2022-01-13
31,76,18,421664.0,JUFRE,429.0,2022-01-13
11,50,16,442330.0,"URIBURU JOSE E., Pres.",1661.0,2022-01-13
21,60,15,429869.0,PAUNERO,2805.0,2022-01-13
41,15,003A,374699.0,MELIAN AV.,2856.0,2022-01-13
67,124,1,236434.0,BOYACA,1994.0,2022-01-14
23,6,6,410957.0,"CAMPOS, LUIS M. AV.",318.0,2022-01-14
48,130,001G,147299.0,"LAFERRERE, GREGORIO de",2215.0,2022-01-14
15,121,008A,445076.0,FRENCH,2690.0,2022-01-14
35,105,20,405117.0,"ARENAL, CONCEPCION",2474.0,2022-01-14
15,60,31,443767.0,GALLO,1182.0,2022-01-14
48,95,11,143321.0,VARELA,468.0,2022-01-15
67,57,33,249641.0,"MAGARIÑOS CERVANTES, A.",2729.0,2022-01-15
22,27,36,181469.0,HUMBERTO 1°,2309.0,2022-01-15
87,74,10,310871.0,ALLENDE,2417.0,2022-01-15
19,138,19,426942.0,ARMENIA,2225.0,2022-01-15
79,24,2,308666.0,ALVAREZ JONTE AV.,4320.0,2022-01-16
29,001B,004A,378289.0,"RIVADAVIA MARTIN, COMODORO",2333.0,2022-01-16
33,97,22,405983.0,MAURE,3255.0,2022-01-16
43,68,020B,366975.0,"LARRALDE, CRISOLOGO AV.",3373.0,2022-01-16
71,1,021A,309249.0,NOGOYA,3107.0,2022-01-17
43,187,1,334323.0,ARIAS,2410.0,2022-01-17
19,148,33,424991.0,GUEMES,3720.0,2022-01-17
1,39,7,220426.0,VIAMONTE,464.0,2022-01-17
47,169,3,225302.0,"ALVAREZ, JULIAN",281.0,2022-01-18
77,74,005B,88777.0,RIVADAVIA AV.,8517.0,2022-01-18
15,117,033A,443080.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1348.0,2022-01-18
5,17,8,222992.0,DEL CARMEN,762.0,2022-01-18
15,82,14,443522.0,GALLO,1359.0,2022-01-18
24,10,022H,911154.0,MONTEAGUDO,192.0,2022-01-18
22,23,21,181623.0,MATHEU,1478.0,2022-01-19
37,140,1,409963.0,AGUILAR,2502.0,2022-01-19
22,23,20,181622.0,MATHEU,1472.0,2022-01-19
39,82,001B,325465.0,ECHEVERRIA,2636.0,2022-01-19
39,2,018A,370395.0,"SUCRE, ANTONIO JOSE de, Mcal.",3731.0,2022-01-19
15,124,9,441600.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1159.0,2022-01-19
15,119,5,443139.0,BERUTI,2732.0,2022-01-19
48,114E,22,142469.0,ROBERTSON,575.0,2022-01-19
35,27,9,406027.0,OLLEROS,3032.0,2022-01-19
45,11,19,177522.0,"ARANGUREN, JUAN F., Dr.",957.0,2022-01-20
23,85,12,412833.0,"NEWBERY, JORGE",1866.0,2022-01-20
15,110,10,445433.0,AGUERO,2177.0,2022-01-20
45,148,2,173890.0,DIAZ VELEZ AV.,4524.0,2022-01-20
13,42,8,191766.0,SANCHEZ DE BUSTAMANTE,733.0,2022-01-21
22,31,17,181293.0,PICHINCHA,1440.0,2022-01-21
83,109,17,271037.0,"GONZALEZ, JOAQUIN V.",4450.0,2022-01-21
23,76,10,415038.0,"CAMPOS, LUIS M. AV.",645.0,2022-01-21
19,017A,14,433278.0,"CABRERA, JOSE A.",4925.0,2022-01-21
15,131,004A,448129.0,"ANCHORENA, TOMAS MANUEL DE, DR.",1603.0,2022-01-21
32,31,9,104444.0,METAN,3692.0,2022-01-21
30,91,2,182688.0,CONSTITUCION,2622.0,2022-01-22
51,118,4,344192.0,OLAZABAL AV.,3936.0,2022-01-22
42,65,34,138850.0,PUAN,325.0,2022-01-22
27,93,18,337557.0,MONTAÑESES,2891.0,2022-01-22
95,055A,028A,91880.0,VIRGILIO,434.0,2022-01-22
45,55,001A,179251.0,"VALLESE, FELIPE",542.0,2022-01-22
49,048A,009A,311771.0,TRIUNVIRATO AV.,4051.0,2022-01-22
39,54,014D,325366.0,ZAPIOLA,1923.0,2022-01-22
79,137,043A,312281.0,CUENCA,1384.0,2022-01-22
36,22,5,154028.0,"CALVO, CARLOS AV.",4232.0,2022-01-22
51,19,12,351287.0,BURELA,2181.0,2022-01-23
17,58,005B,179199.0,SARMIENTO,4242.0,2022-01-23
79,44,23,306023.0,CAMARONES,4063.0,2022-01-23
79,116,22,258562.0,GALICIA,3329.0,2022-01-23
48,116,025A,146747.0,DIRECTORIO AV.,2395.0,2022-01-23
49,23,12,241584.0,BALBOA,351.0,2022-01-24
22,22,45,181695.0,PICHINCHA,1521.0,2022-01-24
19,40,005A,424085.0,EL SALVADOR,3834.0,2022-01-24
22,23,1,181603.0,PICHINCHA,1403.0,2022-01-24
23,31,011A,415107.0,11 DE SEPTIEMBRE DE 1888,1233.0,2022-01-24
39,94,024A,373321.0,CIUDAD DE LA PAZ,2476.0,2022-01-24
81,13,003C,277528.0,SANABRIA,3354.0,2022-01-25
40,140,19,154967.0,"BONIFACIO, JOSE",55.0,2022-01-25
45,72,1,178302.0,ACOYTE AV.,500.0,2022-01-25
87,090B,2,278604.0,BOSTON,2718.0,2022-01-25
22,2,5,182159.0,CONSTITUCION,2534.0,2022-01-26
75,32,22,363017.0,LADINES,2835.0,2022-01-26
45,107,38,174934.0,CAMPICHUELO,640.0,2022-01-26
25,39,7,335649.0,3 DE FEBRERO,2025.0,2022-01-26
17,17,6,173665.0,ESTADO DE ISRAEL AV.,4642.0,2022-01-26
41,101,40,328769.0,CRAMER AV.,2966.0,2022-01-26
45,97,40,175125.0,"LOBOS, ELEODORO, Dr.",550.0,2022-01-26
31,74,17,420997.0,JUFRE,241.0,2022-01-27
19,98,26,424135.0,SOLER,3813.0,2022-01-27
23,17,027A,411181.0,CABILDO AV.,601.0,2022-01-27
15,97,9,446011.0,AUSTRIA,2658.0,2022-01-27
51,48,001C,351468.0,TRIUNVIRATO AV.,4600.0,2022-01-28
19,148,32,424992.0,GUEMES,3710.0,2022-01-28
3,9,21,451251.0,CERRITO,1540.0,2022-01-28
15,41,37,444029.0,SANCHEZ DE BUSTAMANTE,1278.0,2022-01-28
45,65,36,176200.0,OLAYA,1046.0,2022-01-28
19,108,25,427682.0,GURRUCHAGA,2070.0,2022-01-28
41,109,14,327525.0,CRAMER AV.,2629.0,2022-01-28
48,130,16,141348.0,"BONORINO, ESTEBAN, Cnel. AV.",574.0,2022-01-28
15,045B,8,443827.0,CHARCAS,3180.0,2022-01-28
35,16,29,402685.0,HUMBOLDT,1640.0,2022-01-29
22,27,23,181456.0,MATHEU,1080.0,2022-01-29
24,26,6,102504.0,CASEROS AV.,2890.0,2022-01-29
47,151,5,225738.0,ARAOZ,169.0,2022-01-29
48,77,19,143757.0,CULPINA,554.0,2022-01-29
5,31,008A,223538.0,LAVALLE,1450.0,2022-01-29
2,19,16,215853.0,CHACABUCO,732.0,2022-01-29
48,110A,8,141984.0,ESPARTACO,936.0,2022-01-29
65,36,010A,136675.0,"ARANGUREN, JUAN F., Dr.",2857.0,2022-01-29
43,180,16,332328.0,GARCIA DEL RIO AV.,2485.0,2022-01-29
15,115,021C,447942.0,PARAGUAY,2877.0,2022-01-29
43,138B,12,335171.0,ARGELIA,2787.0,2022-01-29
43,162,001F,378065.0,SAN ISIDRO LABRADOR AV.,4594.0,2022-01-29
23,36,007A,417254.0,CABILDO AV.,1237.0,2022-01-30
25,22,5,335362.0,"SUCRE, ANTONIO JOSE de, Mcal.",2050.0,2022-01-30
48,1,001I,146629.0,"PERON, EVA AV.",3423.0,2022-01-30
21,98,001X,433396.0,ORTIZ DE OCAMPO AV.,2832.0,2022-01-30
11,068B,0,448393.0,POSADAS,1725.0,2022-01-30
51,126,4,344531.0,BLANCO ENCALADA,3842.0,2022-01-31
79,106,35,259851.0,CONCORDIA,1524.0,2022-01-31
47,169,27,225278.0,LAVALLEJA,160.0,2022-01-31
19,149,18,425857.0,CHARCAS,3743.0,2022-01-31
43,180,9,332335.0,CIUDAD DE LA PAZ,3757.0,2022-02-01
39,34,6,377033.0,MENDOZA,3365.0,2022-02-01
37,152,14,410076.0,CESPEDES,2446.0,2022-02-01
34,005A,008A,910316.0,SAENZ AV.,1236.0,2022-02-01
19,126,25,424247.0,"MANSILLA, LUCIO NORBERTO, GENERAL",3762.0,2022-02-01
9,47,37,206253.0,"URIBURU JOSE E., Pres.",576.0,2022-02-01
1,9,4,220816.0,"MITRE, BARTOLOME",734.0,2022-02-01
47,68,9,228728.0,"ESCALADA DE SAN MARTIN, R.",386.0,2022-02-01
1,37,7,220365.0,LAVALLE,488.0,2022-02-01
39,4,15,325801.0,"NAON, ROMULO",2131.0,2022-02-01
36,010B,21,154349.0,INDEPENDENCIA AV.,4349.0,2022-02-01
39,6,009C,373309.0,BLANCO ENCALADA,3660.0,2022-02-01
41,124,18,329309.0,VIDAL,3015.0,2022-02-02
27,6,9,337887.0,CABILDO AV.,3151.0,2022-02-02
3,56,11,450169.0,RECONQUISTA,1166.0,2022-02-02
19,12,35,425577.0,"ALVAREZ, JULIAN",1340.0,2022-02-02
39,43,025G,378221.0,MENDOZA,3219.0,2022-02-02
15,82,21,443515.0,GALLO,1311.0,2022-02-02
15,52,15,446140.0,BILLINGHURST,2277.0,2022-02-03
45,125,15,174170.0,OTAMENDI,45.0,2022-02-03
48,1,001D,146634.0,"MARTI, JOSE",1129.0,2022-02-03
19,150,18,426194.0,CHARCAS,3877.0,2022-02-03
25,24,017B,335627.0,ECHEVERRIA,2071.0,2022-02-04
35,061A,13,404058.0,"RAVIGNANI, EMILIO, Dr.",1943.0,2022-02-04
43,168,001C,373631.0,AMENABAR,3656.0,2022-02-04
23,113,18,413380.0,SOLDADO DE LA INDEPENDENCIA,1231.0,2022-02-04
45,005B,4,177439.0,"GARCIA LORCA, FEDERICO",77.0,2022-02-04
91,093B,005B,284765.0,ALVAREZ JONTE AV.,5452.0,2022-02-04
15,170,3,446870.0,"CORONADO, MARTIN",3140.0,2022-02-05
48,85,025A,458173.0,"RECUERO, CASIMIRO, Tte. Cnel.",2607.0,2022-02-05
17,45,5,178058.0,SARMIENTO,4340.0,2022-02-05
13,64,11,191334.0,CORDOBA AV.,3012.0,2022-02-05
39,26,020A,326176.0,MENDOZA,3419.0,2022-02-05
51,41,015C,366053.0,MENDOZA AV.,5235.0,2022-02-05
